fighter_name,Height,Weight,Reach,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,Style
Leonardo Silva de Oliveira,74.0,185.0,72.0,1.07,0.4,0.54,0.5,24.11,0.5,0.0,0.0,1
Marcus Silveira,75.0,242.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jamey Simmons,66.0,145.0,70.0,0.52,0.5,2.08,0.5,0.0,0.0,1.0,0.0,0
Elias Silverio,71.0,155.0,73.0,3.67,0.49,2.97,0.51,1.62,0.38,0.85,0.2,2
Aaron Simpson,72.0,170.0,73.0,3.6,0.52,2.53,0.56,3.78,0.34,0.83,0.5,1
Ricky Simon,66.0,135.0,69.0,3.08,0.42,3.13,0.64,6.93,0.54,0.72,0.4,1
Wes Sims,82.0,260.0,72.0,0.98,0.51,2.95,0.37,0.0,0.0,0.4,2.3,1
Marlon Sims,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tony Sims,71.0,155.0,70.0,1.81,0.63,0.76,0.65,0.71,0.5,0.5,0.7,0
Lodune Sincaid,69.0,185.0,72.0,2.72,0.42,6.17,0.57,0.0,0.0,0.75,0.0,0
Everett Sims,77.0,260.0,77.0,0.81,0.66,2.19,0.3,0.0,0.0,0.42,1.2,1
Rob Sinclair,68.0,155.0,72.0,1.2,0.33,1.73,0.73,0.0,0.0,0.5,0.0,0
Elvis Sinosic,75.0,205.0,77.0,1.13,0.37,4.6,0.53,0.0,0.0,0.0,1.2,1
Mitchell Sipe,74.0,245.0,72.0,5.5,0.56,9.98,0.46,1.53,0.2,0.0,0.0,2
Rory Singer,74.0,185.0,77.0,2.55,0.39,2.42,0.63,0.39,0.25,0.64,0.8,0
AJ Siscoe,67.0,135.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Yokthai Sithoar,67.0,143.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jeri Sitzes,65.0,125.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Dennis Siver,66.0,145.0,70.0,3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3,2
Chas Skelly,71.0,145.0,72.0,2.02,0.4,3.35,0.48,1.71,0.34,0.33,2.4,1
Matt Skelton,75.0,265.0,72.0,0.0,0.0,0.54,0.0,0.0,0.0,0.66,0.0,0
Zach Skinner,66.0,145.0,72.0,0.53,0.5,2.4,0.32,5.0,0.27,1.0,1.0,1
Joe Slick,72.0,199.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Patrick Smith,74.0,225.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kestutis Smirnovas,70.0,200.0,72.0,4.95,0.52,5.05,0.54,1.55,0.5,1.0,1.6,1
Maurice Smith,74.0,221.0,72.0,0.41,0.46,0.47,0.6,0.89,0.5,0.2,0.9,0
Scott Smith,72.0,185.0,70.0,1.9,0.27,5.87,0.5,0.12,0.06,0.58,0.5,0
Eric Smith,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Josh Smith,72.0,155.0,72.0,0.73,0.28,1.4,0.54,0.0,0.0,0.57,2.0,1
Adam Smith,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Dillon Smith,72.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
David Smith,70.0,155.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Brian Sleeman,68.0,185.0,72.0,4.0,0.48,1.85,0.7,9.23,1.0,1.0,0.0,1
Trevor Smith,75.0,185.0,75.0,3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7,0
Anthony Smith,76.0,205.0,76.0,2.94,0.46,4.38,0.42,0.49,0.28,0.51,0.7,0
Colton Smith,72.0,155.0,71.0,1.64,0.41,2.3,0.51,4.09,0.36,0.25,1.4,1
Ray Sloan,73.0,205.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Gilbert Smith,69.0,185.0,72.0,1.09,0.41,2.73,0.35,3.51,0.6,0.0,1.2,1
Devonte Smith,69.0,155.0,76.0,5.64,0.55,2.65,0.59,0.74,1.0,1.0,0.7,2
Leslie Smith,69.0,135.0,66.0,7.56,0.4,8.41,0.51,0.0,0.0,0.62,0.0,2
Cole Smith,71.0,135.0,67.0,1.78,0.35,1.96,0.49,1.67,0.33,0.45,1.7,1
Justin Smitley,70.0,145.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Walter Smith-Cotito,68.0,135.0,72.0,2.95,0.36,3.53,0.68,2.16,0.33,0.57,0.0,1
Nate Smith,66.0,125.0,69.0,1.28,0.38,2.04,0.35,0.0,0.0,0.33,2.3,1
Dmitrii Smoliakov,74.0,253.0,74.0,1.44,0.42,3.81,0.55,0.0,0.0,0.75,0.0,0
Louis Smolka,69.0,135.0,68.0,4.44,0.46,3.74,0.53,1.84,0.37,0.31,1.9,1
Richie Smullen,69.0,155.0,68.0,1.98,0.77,2.26,0.65,8.49,0.66,0.0,0.0,1
Devin Smyth,70.0,170.0,72.0,2.6,0.68,6.73,0.25,4.0,0.26,1.0,0.0,1
Denis Sobolev,75.0,216.0,72.0,0.0,0.0,5.45,0.33,0.0,0.0,0.0,0.0,0
Renato Sobral,73.0,205.0,75.0,2.23,0.45,1.53,0.57,2.48,0.42,0.65,2.6,1
Peter Sobotta,72.0,170.0,75.0,2.14,0.4,2.9,0.58,1.53,0.32,0.77,0.5,0
Rameau Thierry Sokoudjou,70.0,205.0,78.0,2.26,0.45,2.61,0.56,1.93,0.47,0.78,0.9,0
Joe Solecki,69.0,155.0,70.0,3.62,0.74,0.93,0.51,3.31,0.62,0.0,1.3,1
Chris Solomon,71.0,155.0,72.0,0.0,0.0,2.8,0.37,0.0,0.0,0.33,0.0,0
Paul Song,70.0,185.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Joe Son,64.0,236.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Chael Sonnen,73.0,205.0,73.0,3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4,1
Song Kenan,72.0,170.0,71.0,4.39,0.46,4.37,0.54,0.0,0.0,0.5,0.0,2
Song Yadong,68.0,145.0,67.0,4.35,0.42,3.64,0.57,0.59,0.75,0.56,0.4,2
Cody Sons,69.0,205.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jin Soo Son,66.0,135.0,69.0,5.1,0.36,7.63,0.52,1.5,0.25,1.0,0.0,2
Emiliano Sordi,74.0,205.0,72.0,4.79,0.5,4.79,0.48,0.0,0.0,1.0,8.3,1
Punahele Soriano,71.0,185.0,72.0,4.46,0.43,2.86,0.52,2.6,0.66,0.0,0.0,1
Sean Soriano,69.0,145.0,72.0,3.15,0.61,2.31,0.52,1.27,0.42,0.55,0.0,0
Dmitry Sosnovskiy,75.0,240.0,77.0,2.95,0.7,2.53,0.35,3.16,0.66,1.0,3.2,1
Ben Sosoli,72.0,265.0,72.0,2.31,0.31,4.3,0.47,0.0,0.0,0.0,0.0,0
Greg Soto,71.0,170.0,73.0,3.21,0.63,2.61,0.52,1.49,0.27,0.44,1.0,0
George Sotiropoulos,70.0,155.0,71.0,2.61,0.27,2.52,0.67,2.32,0.31,0.53,1.6,1
Alex Soto,68.0,135.0,72.0,2.95,0.25,5.02,0.59,2.82,0.3,0.0,0.0,1
Krzysztof Soszynski,73.0,205.0,77.0,3.37,0.39,3.13,0.58,0.52,0.25,0.71,1.0,0
Mario Soto,72.0,145.0,72.0,1.43,0.23,5.23,0.42,0.0,0.0,0.0,0.0,0
Joe Soto,66.0,135.0,65.0,3.36,0.41,5.37,0.67,0.85,0.21,0.7,1.9,1
Bobby Southworth,74.0,205.0,72.0,0.99,0.39,1.38,0.65,3.98,0.78,0.64,1.3,1
Andre Soukhamthath,69.0,135.0,70.0,2.77,0.44,4.31,0.49,1.25,0.53,0.58,0.2,0
Edimilson Souza,72.0,145.0,74.0,4.65,0.44,2.91,0.58,0.0,0.0,0.5,0.0,2
Chris Spang,74.0,170.0,72.0,1.83,0.36,1.95,0.6,0.0,0.0,0.5,0.9,0
Mario Souza,75.0,185.0,79.0,3.4,0.6,0.93,0.54,0.0,0.0,0.0,1.0,0
Livinha Souza,63.0,115.0,63.0,2.06,0.45,3.38,0.62,2.4,0.44,0.4,1.2,1
Jacare Souza,73.0,185.0,72.0,2.53,0.46,2.85,0.62,2.55,0.39,0.6,1.4,1
Charon Spain,69.0,155.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Andreas Spang,73.0,185.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ryan Spann,77.0,205.0,79.0,3.55,0.45,3.45,0.47,1.72,0.41,0.6,1.7,1
Tommy Speer,70.0,170.0,71.0,2.56,0.51,5.12,0.35,2.02,0.33,0.33,0.0,1
Patrick Speight,73.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ron Sparks,77.0,265.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sean Spencer,70.0,170.0,74.0,4.24,0.32,4.02,0.6,0.14,0.33,0.68,0.0,2
Felicia Spencer,66.0,145.0,68.0,3.02,0.45,5.57,0.43,0.64,0.1,0.14,0.3,0
Sam Spengler,71.0,185.0,72.0,3.27,0.62,3.27,0.54,1.75,0.11,0.75,1.8,1
Nick Sperling,70.0,135.0,72.0,1.4,0.25,1.4,0.66,0.0,0.0,0.0,0.0,0
Mario Sperry,74.0,205.0,72.0,2.81,0.52,1.53,0.47,2.09,0.42,0.71,1.4,1
Waachiim Spiritwolf,68.0,170.0,72.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,2
Daniel Spitz,79.0,245.0,82.0,2.6,0.35,5.3,0.46,0.74,0.66,0.0,0.0,0
Eric Spicely,73.0,185.0,73.0,3.71,0.45,5.72,0.55,1.31,0.2,0.75,1.0,2
Serghei Spivac,75.0,260.0,78.0,3.58,0.49,2.84,0.58,3.7,0.63,0.75,0.3,1
Daniel Spohn,76.0,205.0,79.0,2.42,0.49,1.6,0.53,0.0,0.0,0.28,2.5,1
Pete Spratt,69.0,170.0,72.0,1.63,0.48,1.33,0.55,0.3,1.0,0.46,0.3,0
Austin Springer,68.0,145.0,71.0,3.54,0.57,3.15,0.41,3.37,0.4,1.0,0.8,1
Georges St-Pierre,71.0,185.0,76.0,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1,1
Andreas Stahl,71.0,170.0,72.0,2.83,0.37,4.74,0.57,1.55,0.66,0.8,0.0,0
Ron Stallings,74.0,170.0,75.0,3.22,0.6,3.26,0.51,0.0,0.0,0.71,0.0,0
Bobby Stack,69.0,155.0,72.0,1.0,0.2,2.89,0.34,7.48,0.45,1.0,0.0,1
Cristina Stanciu,63.0,115.0,72.0,2.5,0.5,3.07,0.52,0.85,1.0,0.4,1.7,1
Cody Stamann,66.0,145.0,64.0,4.14,0.48,3.18,0.63,3.03,0.46,0.8,0.0,1
Brian Stann,73.0,205.0,74.0,3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3,0
Josh Stansbury,74.0,205.0,74.0,3.22,0.54,3.54,0.54,0.0,0.0,0.87,1.0,0
Dion Staring,73.0,235.0,72.0,1.09,0.37,5.0,0.47,0.0,0.0,0.33,0.0,0
Lucas Stark,70.0,155.0,72.0,1.6,0.25,3.2,0.66,12.0,1.0,0.0,0.0,1
Kalib Starnes,75.0,185.0,74.0,2.71,0.48,4.43,0.53,1.46,0.33,0.25,0.6,0
Clifford Starks,72.0,185.0,78.0,1.94,0.33,2.49,0.58,1.94,1.0,0.6,0.0,0
Damian Stasiak,65.0,135.0,70.0,1.86,0.36,3.1,0.52,2.64,0.35,0.43,0.6,1
Adam Steele,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Laureano Staropoli,73.0,170.0,71.0,4.4,0.34,4.58,0.53,0.25,0.2,0.57,0.0,2
Ricky Steele,69.0,135.0,74.0,4.07,0.7,2.93,0.5,0.0,0.0,0.91,0.0,2
Dominique Steele,70.0,170.0,74.0,2.32,0.49,2.42,0.5,2.95,0.42,0.76,0.0,1
Ray Steinbeiss,71.0,170.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Eric Steenberg,70.0,155.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Steve Steinbeiss,75.0,185.0,75.0,3.92,0.55,1.86,0.49,0.44,0.5,0.58,0.0,2
Dmitri Stepanov,75.0,217.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Marc Stevens,69.0,155.0,72.0,0.45,0.26,1.79,0.46,0.0,0.0,0.0,0.0,0
Aljamain Sterling,67.0,135.0,71.0,4.84,0.49,2.2,0.63,1.77,0.24,0.41,0.9,2
Jeremy Stephens,69.0,145.0,71.0,3.18,0.4,3.06,0.58,1.16,0.38,0.65,0.4,0
Joe Stevenson,67.0,145.0,70.0,2.05,0.44,2.44,0.6,2.75,0.44,0.39,2.2,1
Maia Stevenson,64.0,115.0,62.0,1.57,0.54,3.13,0.33,3.91,1.0,0.5,0.0,1
Luke Stewart,71.0,170.0,72.0,3.75,0.56,2.34,0.53,3.75,0.33,0.5,1.9,1
Darren Stewart,72.0,185.0,74.0,3.09,0.44,3.09,0.5,1.5,0.4,0.65,0.1,0
Alex Stiebling,74.0,205.0,72.0,1.77,0.42,1.45,0.52,0.35,0.66,0.66,0.7,0
Kyle Stewart,72.0,170.0,76.0,1.41,0.35,2.42,0.43,1.32,0.2,0.6,0.0,0
Tyler Stinson,75.0,170.0,72.0,2.8,0.23,4.6,0.56,0.5,1.0,0.0,0.5,0
Dan Stittgen,73.0,170.0,72.0,2.97,0.46,4.42,0.37,0.78,1.0,1.0,0.0,0
Lazar Stojadinovic,67.0,145.0,68.0,1.82,0.29,1.97,0.59,0.0,0.0,0.0,0.0,0
Denis Stojnic,72.0,245.0,72.0,1.51,0.23,6.06,0.36,0.0,0.0,0.8,1.0,0
Julija Stoliarenko,67.0,135.0,66.0,2.1,0.34,3.87,0.5,0.0,0.0,0.66,0.5,0
Dustin Stoltzfus,72.0,185.0,75.0,2.48,0.57,3.93,0.48,0.78,0.12,0.62,0.8,0
Niklas Stolze,73.0,170.0,74.0,2.0,0.41,1.93,0.56,1.0,1.0,0.66,0.0,0
Ken Stone,68.0,135.0,71.0,3.85,0.49,2.9,0.48,1.24,0.33,0.6,0.6,2
Ryan Stonitsch,69.0,170.0,72.0,2.53,0.36,2.53,0.71,0.0,0.0,0.0,0.0,0
George Stork,70.0,185.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Darko Stosic,72.0,205.0,76.0,2.61,0.45,4.04,0.58,3.42,0.5,0.83,0.0,1
Rick Story,69.0,170.0,71.0,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,1
Greg Stott,67.0,220.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Curtis Stout,73.0,185.0,72.0,0.69,0.67,3.2,0.29,0.0,0.0,0.2,0.0,0
Tim Stout,71.0,185.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sam Stout,69.0,155.0,70.0,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1,2
Jesse Strader,67.0,135.0,70.0,7.12,0.56,7.63,0.42,0.0,0.0,0.0,0.0,2
Gennaro Strangis,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Gerald Strebendt,69.0,155.0,72.0,0.0,0.0,4.0,0.38,0.0,0.0,0.0,16.4,1
Dave Strasser,70.0,170.0,72.0,3.04,0.45,1.88,0.59,0.72,0.33,0.33,0.0,0
Daniel Straus,67.0,145.0,71.0,4.76,0.43,2.99,0.57,0.84,0.15,0.81,1.1,1
Sean Strickland,73.0,185.0,76.0,5.09,0.38,3.77,0.66,1.26,0.6,0.81,0.4,2
Hans Stringer,75.0,205.0,72.0,3.16,0.61,2.84,0.41,2.4,0.36,0.62,0.0,1
Mark Striegl,68.0,135.0,70.0,3.53,0.42,21.18,0.25,0.0,0.0,0.0,0.0,2
Josh Stuart,69.0,160.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Stefan Struve,83.0,265.0,84.0,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7,1
Mike Stumpf,70.0,170.0,72.0,3.34,0.43,8.85,0.47,1.59,0.25,0.33,0.8,0
Kyle Sturgeon,75.0,225.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Masanori Suda,69.0,183.0,72.0,1.8,0.5,1.2,0.63,0.0,0.0,0.6,0.0,0
Tatiana Suarez,65.0,115.0,66.0,4.82,0.65,1.45,0.48,6.47,0.62,1.0,0.6,1
Genki Sudo,69.0,155.0,72.0,1.55,0.39,2.23,0.33,3.58,0.6,0.5,4.2,1
Daisuke Sugie,66.0,160.0,72.0,0.0,0.0,0.22,0.8,3.27,0.5,0.0,3.3,1
Takashi Sugiura,71.0,225.0,72.0,1.37,0.4,2.08,0.53,1.33,0.66,0.0,0.0,0
Justin Sumter,74.0,185.0,80.0,2.68,0.48,7.64,0.34,2.87,1.0,0.0,0.0,1
Magomed Sultanakhmedov,74.0,185.0,72.0,0.0,0.0,2.4,0.42,9.0,1.0,0.0,9.0,1
George Sullivan,72.0,170.0,73.0,3.53,0.39,2.42,0.57,1.37,0.2,0.38,0.7,2
Amar Suloev,69.0,183.0,72.0,1.98,0.37,2.19,0.7,0.27,1.0,0.88,0.3,0
Aji Susilo,70.0,155.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Martin Svensson,73.0,155.0,72.0,2.02,0.38,5.91,0.38,0.0,0.0,0.0,0.0,0
Daniel Swain,69.0,145.0,70.0,0.8,0.44,3.2,0.4,0.0,0.0,0.0,6.0,1
Naho Sugiyuma,61.0,105.0,72.0,2.59,0.48,2.45,0.71,2.05,1.0,0.66,0.0,1
Jason Suttie,72.0,210.0,72.0,2.07,0.83,4.97,0.36,0.0,0.0,0.0,0.0,0
Joel Sutton,71.0,205.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cub Swanson,68.0,145.0,70.0,4.64,0.5,3.64,0.6,1.09,0.51,0.6,0.5,2
Chad Sutton,73.0,185.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kevin Syler,69.0,155.0,71.0,5.6,0.69,4.03,0.48,1.0,0.4,0.77,2.0,1
Floyd Sword,72.0,185.0,72.0,0.78,0.42,1.57,0.4,0.0,0.0,0.33,0.0,0
Bentley Syler,64.0,125.0,72.0,1.3,0.18,1.73,0.79,0.0,0.0,0.75,0.0,0
Tony Sylvester,73.0,225.0,72.0,0.0,0.0,10.12,0.12,0.0,0.0,0.0,0.0,0
Mike Swick,73.0,170.0,77.0,2.36,0.37,2.29,0.54,1.06,0.5,0.61,0.6,0
Leo Sylvest,71.0,205.0,72.0,0.0,0.0,6.58,0.27,0.0,0.0,0.0,0.0,0
Tim Sylvia,80.0,265.0,80.0,4.23,0.41,2.61,0.61,0.11,1.0,0.75,0.1,2
Osamu Tachihikari,77.0,300.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Justin Tafa,72.0,264.0,74.0,5.33,0.59,4.6,0.46,0.0,0.0,1.0,0.0,2
Eugenio Tadeu,68.0,160.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Amber Tackett,70.0,115.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Joe Taimanglo,64.0,135.0,72.0,4.18,0.42,4.55,0.59,5.45,0.4,1.0,1.4,1
Khalid Taha,65.0,135.0,69.0,2.86,0.35,4.26,0.43,0.0,0.0,0.61,0.3,0
Mairbek Taisumov,69.0,155.0,73.0,2.98,0.39,3.03,0.64,1.34,0.63,0.88,0.0,0
Nobuhiko Takada,72.0,220.0,72.0,0.31,0.24,1.92,0.39,1.15,0.2,0.0,0.0,0
Yoshiki Takahashi,71.0,199.0,72.0,2.26,0.51,6.47,0.44,0.0,0.0,0.66,2.3,1
Yoko Takahashi,68.0,150.0,72.0,5.11,0.54,8.78,0.48,0.0,0.0,0.0,0.0,2
Yoshihiro Takayama,77.0,280.0,72.0,3.4,0.54,5.69,0.29,0.67,0.33,0.55,0.0,0
Daiju Takase,72.0,170.0,72.0,0.49,0.3,1.64,0.47,0.84,0.17,0.21,1.2,1
Makoto Takimoto,67.0,205.0,72.0,1.37,0.39,1.71,0.55,1.48,0.5,0.25,1.1,1
Hiroyuki Takaya,66.0,139.0,72.0,3.18,0.33,3.16,0.6,0.9,0.45,0.66,0.0,0
Nordine Taleb,73.0,170.0,74.0,3.66,0.51,2.62,0.66,1.94,0.76,0.73,0.0,2
Oleg Taktarov,72.0,210.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tsuyoshi Tamakairiki,72.0,220.0,72.0,0.0,0.0,26.67,0.5,0.0,0.0,0.0,0.0,0
Akitoshi Tamura,69.0,135.0,70.0,3.73,0.43,1.94,0.78,0.0,0.0,0.2,1.0,2
Akihito Tanaka,70.0,170.0,72.0,0.19,0.5,2.05,0.38,5.59,0.66,0.0,0.0,1
Jason Tan,70.0,170.0,72.0,0.69,0.29,7.37,0.18,0.0,0.0,0.0,0.0,0
Michinori Tanaka,65.0,135.0,67.0,1.97,0.37,1.99,0.5,2.4,0.38,0.43,0.2,1
Eli Tamez,67.0,135.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kiyoshi Tamura,71.0,185.0,72.0,2.44,0.53,1.44,0.6,0.58,0.6,0.45,0.2,0
Issei Tamura,65.0,135.0,63.0,1.89,0.53,4.58,0.44,0.92,0.25,0.33,0.0,0
Evan Tanner,72.0,185.0,74.0,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3,1
Deividas Taurosevicius,69.0,145.0,68.0,2.13,0.43,1.82,0.59,2.0,0.28,0.5,0.3,0
Jeremy Tavares,70.0,135.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Gary Tapusoa,67.0,185.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Manny Tapia,65.0,135.0,67.0,2.69,0.21,4.74,0.58,0.49,0.4,0.66,0.2,0
Miesha Tate,66.0,135.0,66.0,1.93,0.41,2.71,0.5,2.06,0.31,0.52,1.6,1
Thiago Tavares,67.0,145.0,70.0,2.0,0.4,2.31,0.62,3.83,0.42,0.62,1.5,1
Paul Taylor,72.0,155.0,72.0,4.44,0.47,4.47,0.55,0.27,0.25,0.56,0.5,2
Brad Tavares,73.0,185.0,74.0,3.04,0.41,2.73,0.56,0.97,0.27,0.79,0.0,0
Anthony Taylor,67.0,145.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jesse Taylor,72.0,170.0,73.0,1.94,0.65,0.55,0.38,7.28,0.5,1.0,3.1,1
Louis Taylor,71.0,185.0,72.0,2.06,0.32,1.24,0.68,2.48,0.28,1.0,0.0,1
Torrance Taylor,67.0,155.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Danielle Taylor,60.0,115.0,60.0,2.75,0.29,3.31,0.71,0.2,0.2,0.7,0.2,0
Shawn Teed,77.0,265.0,72.0,1.4,0.42,13.31,0.21,0.0,0.0,0.0,0.0,0
J.T Taylor,70.0,170.0,72.0,3.17,0.8,3.7,0.26,3.96,1.0,0.0,7.9,1
James Te Huna,74.0,185.0,75.0,4.04,0.51,2.99,0.62,2.75,0.37,0.58,0.2,1
John Teixeira,67.0,145.0,72.0,3.36,0.35,3.2,0.63,1.0,0.27,0.71,0.7,0
Tra Telligman,74.0,233.0,72.0,1.83,0.35,3.02,0.56,0.87,1.0,0.8,0.0,0
Ewerton Teixeira,73.0,242.0,72.0,2.0,0.39,3.22,0.35,0.0,0.0,0.33,0.0,0
Taneisha Tennant,67.0,145.0,70.0,5.67,0.55,3.4,0.71,0.0,0.0,1.0,0.0,2
Glover Teixeira,74.0,205.0,76.0,3.75,0.47,3.84,0.54,2.04,0.4,0.6,1.0,1
Herman Terrado,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Dave Terrel,68.0,170.0,72.0,2.62,0.43,2.8,0.48,3.28,0.38,1.0,0.0,1
David Terrell,73.0,185.0,72.0,2.34,0.63,2.71,0.37,5.54,0.5,0.0,5.5,1
Jeff Terry,74.0,205.0,72.0,1.09,0.5,9.27,0.19,0.0,0.0,1.0,0.0,0
Daniel Teymur,65.0,145.0,69.0,3.08,0.46,3.93,0.56,0.56,0.18,0.6,0.3,0
David Teymur,69.0,155.0,73.0,4.69,0.43,3.53,0.55,0.94,0.33,0.77,0.0,2
James Terry,70.0,170.0,72.0,3.23,0.32,4.77,0.64,3.31,0.36,0.75,0.0,1
Motonobu Tezuka,67.0,135.0,72.0,0.87,0.23,2.8,0.51,1.5,0.11,0.0,0.5,0
Jason Thacker,70.0,185.0,72.0,0.63,0.33,17.05,0.32,0.0,0.0,0.0,0.0,0
Brandon Thatch,74.0,170.0,74.0,2.7,0.42,3.63,0.52,1.36,0.66,0.5,0.7,0
Elias Theodorou,73.0,185.0,75.0,4.19,0.42,2.39,0.53,1.27,0.28,0.59,0.0,2
Nik Theotikos,70.0,185.0,72.0,0.0,0.0,5.48,0.19,0.0,0.0,0.0,4.8,1
Din Thomas,69.0,155.0,72.0,1.85,0.37,2.6,0.59,1.38,0.52,0.76,1.2,1
Ryan Thomas,72.0,170.0,72.0,2.01,0.36,4.17,0.3,5.59,0.33,0.0,2.2,1
Joel Thomas ,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Noah Thomas,69.0,135.0,72.0,0.44,0.13,4.99,0.33,0.0,0.0,0.0,1.3,1
Paulo Thiago,71.0,170.0,74.0,1.71,0.39,1.99,0.63,1.42,0.31,0.63,1.2,1
Treston Thomison,68.0,145.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nick Thompson,73.0,170.0,74.0,1.87,0.42,1.8,0.49,1.06,1.0,0.35,2.6,1
Josh Thomson,70.0,155.0,71.0,2.59,0.47,2.12,0.64,1.92,0.39,0.54,1.3,1
James Thompson,77.0,265.0,72.0,5.13,0.52,3.19,0.41,3.14,0.36,0.53,1.3,1
Oli Thompson,73.0,242.0,72.0,1.66,0.46,5.31,0.46,0.0,0.0,0.5,0.5,0
Josh Thornburg,72.0,170.0,72.0,1.2,0.5,3.13,0.38,2.0,0.66,0.42,2.0,1
Stephen Thompson,72.0,170.0,75.0,4.24,0.43,2.8,0.58,0.32,0.45,0.78,0.0,2
Simeon Thoresen,73.0,170.0,79.0,3.85,0.43,3.85,0.64,1.12,0.4,0.5,1.7,1
Gleison Tibau,70.0,155.0,71.0,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8,1
Chris Tickle,69.0,155.0,72.0,1.07,0.4,1.13,0.43,1.0,0.25,0.2,2.0,1
Nolan Ticman,66.0,125.0,72.0,2.57,0.47,2.53,0.67,0.0,0.0,0.6,0.0,0
Ryan Tobar,70.0,155.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
